Entities,Tokens,Raw Text
"['B-Organization', 'I-Organization', 'I-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Other_Quantity', 'I-Other_Quantity', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Other_Quantity', 'I-Other_Quantity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'World', 'Bank', '(', '2011', ')', 'reports', 'that', 'more', 'than', '935', 'million', 'people', 'lack', 'adequate', 'nutrition', ',', 'and', '98', 'percent', 'of', 'them', 'live', 'in', 'less', 'developed', 'countries', '(', 'LDCs', ')', '.']","The World Bank (2011) reports that more than 935 million people lack adequate nutrition, and 98 percent of them live in less developed countries (LDCs)."
"['O', 'O', 'O', 'O', 'O', 'B-Natural_Disaster', 'I-Natural_Disaster', 'O', 'O', 'B-Natural_Disaster', 'O', 'B-Natural_Disaster', 'O', 'B-Natural_Disaster', 'O', 'B-Natural_Disaster', 'I-Natural_Disaster', 'O', 'B-Natural_Disaster', 'O', 'O', 'O']","['Definitions', 'of', 'various', 'types', 'of', 'hydrometeorological', 'disasters', 'such', 'as', 'floods', ',', 'droughts', ',', 'cyclones', ',', 'forest', 'fires', ',', 'heatwaves', 'were', 'presented', '.']","Definitions of various types of hydrometeorological disasters such as floods, droughts, cyclones, forest fires, heatwaves were presented."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Quantity', 'B-Quantity', 'B-Quantity', 'O', 'B-Nutrient', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Quantity', 'I-Quantity', 'I-Quantity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['According', 'to', 'some', 'surveys', ',', 'world', 'has', '71', 'billion', 'tons', 'of', 'P', 'reserves', 'and', 'mine', 'production', 'is', 'about', '0.19', 'billion', 'tons', ',', 'some', 'research', 'analyst', 'has', 'perception', 'that', ',', 'the', 'threat', 'is', 'not', 'closer', ',', 'as', 'its', 'propaganda', '.']","According to some surveys, world has 71 billion tons of P reserves and mine production is about 0.19 billion tons, some research analyst has perception that, the threat is not closer, as its propaganda."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['If', 'we', 'talk', 'about', 'the', 'fruit', '’', 's', 'skin', ',', 'its', 'smoothness', 'melts', 'in', 'the', 'mouth', 'as', 'you', 'take', 'the', 'bite', '.']","If we talk about the fruit’s skin, its smoothness melts in the mouth as you take the bite."
"['O', 'O', 'O', 'B-Nutrient', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'effect', 'of', 'K', 'is', 'to', 'lower', 'the', 'susceptibility', 'of', 'host', 'plants', 'to', 'an', 'optimal', 'level', 'for', 'growth', ',', 'after', 'which', 'there', 'is', 'no', 'additional', 'enhancement', 'in', 'resistance', '.']","The effect of K is to lower the susceptibility of host plants to an optimal level for growth , after which there is no additional enhancement in resistance ."
"['O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'O', 'I-Location', 'O', 'I-Location', 'I-Location', 'O', 'O', 'B-Location', 'I-Location', 'I-Location', 'O', 'B-Location', 'O', 'O', 'B-Location', 'I-Location', 'O']","['The', 'Semi-Deciduous', 'belt', 'extends', 'from', 'the', 'northern', 'portion', 'of', 'the', 'Western', 'region', 'to', 'the', 'southern', 'Brong', 'Ahafo', ',', 'Ashanti', ',', 'and', 'Eastern', 'regions', '.']","The Semi-Deciduous belt extends from the northern portion of the Western region to the southern Brong Ahafo , Ashanti , and Eastern regions ."
"['O', 'B-Crop', 'I-Crop', 'O', 'B-Crop', 'O', 'B-Crop', 'O', 'B-Crop', 'I-Crop', 'O', 'O', 'B-Crop', 'O', 'B-Crop', 'I-Crop', 'O', 'B-Crop', 'I-Crop', 'O', 'O', 'O', 'O', 'B-Crop', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Crop', 'O', 'O', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'O', 'B-Crop', 'O', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'O', 'B-Crop', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'O', 'B-Crop', 'O', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'O', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'O', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'O']","['Major', 'millet', 'crops', 'include', 'jowar', 'or', 'sorghum', '(', 'Sorghum', 'bicolor', ')', ',', 'bajra', 'or', 'pearl', 'millet', '(', 'Pennisetum', 'glaucum', ')', ',', 'mandua/ragi', 'or', 'finger', 'millet', '(', 'Eleusine', 'coracana', ')', ';', 'and', 'small', 'millets', 'comprising', 'of', 'kangni', 'or', 'foxtail', 'millet', '(', 'Setaria', 'italica', ')', ',', 'kutki', 'or', 'sama', 'or', 'little', 'millet', '(', 'Panicum', 'antidotale', ')', ',', 'kodo', 'millet', '(', 'Paspalum', 'scrobiculatum', ')', ',', 'jhangora', 'or', 'sawan', 'or', 'barnyard', 'millet', '(', 'Echinochloa', 'frumentacea', ')', ',', 'cheena', 'or', 'proso', 'millet', '(', 'Setaria', 'italica', ')', 'and', 'korale', 'or', 'brown', 'top', 'millet', '(', 'Brachiaria', 'ramosa', ')', '.']","Major millet crops include jowar or sorghum (Sorghum bicolor), bajra or pearl millet (Pennisetum glaucum), mandua/ragi or finger millet (Eleusine coracana); and small millets comprising of kangni or foxtail millet (Setaria italica), kutki or sama or little millet (Panicum antidotale), kodo millet (Paspalum scrobiculatum), jhangora or sawan or barnyard millet (Echinochloa frumentacea), cheena or proso millet (Setaria italica) and korale or brown top millet (Brachiaria ramosa)."
"['B-Crop', 'I-Crop', 'O', 'B-Crop', 'I-Crop', 'O', 'O', 'O', 'B-Crop', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organization', 'I-Organization', 'I-Organization', 'O', 'B-Location', 'O', 'B-Organization', 'I-Organization', 'I-Organization', 'I-Organization', 'O', 'B-Location', 'O', 'I-Organization', 'O', 'B-Duration', 'O', 'B-Duration', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Agri_Process', 'O', 'O', 'B-Chemical', 'O', 'O']","['Indian', 'mustard', '[', 'Brassica', 'juncea', '(', 'L.', ')', 'Czern', '.', ']', 'was', 'the', 'subject', 'of', 'a', 'field', 'experiment', 'at', 'Regional', 'Research', 'Station', ',', 'Bawal', ',', 'CCS', 'Haryana', 'Agricultural', 'University', ',', 'Hisar', ',', 'Haryana', 'during', '2017�18', 'and', '2018�19', ',', 'studying', 'the', 'outcomes', 'of', 'varying', 'irrigation', 'levels', 'and', 'anti-transpirants', 'application', '.']","Indian mustard [ Brassica juncea ( L. ) Czern . ] was the subject of a field experiment at Regional Research Station , Bawal , CCS Haryana Agricultural University , Hisar , Haryana during 2017�18 and 2018�19 , studying the outcomes of varying irrigation levels and anti-transpirants application ."
"['B-Nutrient', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Nutrient', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Si', 'has', 'been', 'shown', 'to', 'control', 'a', 'number', 'of', 'diseases', 'and', 'it', 'is', 'believed', 'that', 'Si', 'creates', 'a', 'physical', 'barrier', 'which', 'can', 'restrict', 'fungal', 'hyphae', 'penetration', ',', 'or', 'it', 'may', 'induce', 'accumulation', 'of', 'antifungal', 'compounds', '.']","Si has been shown to control a number of diseases and it is believed that Si creates a physical barrier which can restrict fungal hyphae penetration, or it may induce accumulation of antifungal compounds."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organism', 'O', 'B-Disease', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Crop', 'O', 'B-Crop', 'O']","['One', 'of', 'the', 'main', 'reasons', 'for', 'the', 'low', 'productivity', 'and', 'performance', 'of', 'our', 'livestock', 'is', 'malnutrition', 'and', 'under-nutrition', 'owing', 'to', 'inadequate', 'supply', 'of', 'nutritive', 'fodder', 'and', 'feed', '.']",One of the main reasons for the low productivity and performance of our livestock is malnutrition and under-nutrition owing to inadequate supply of nutritive fodder and feed.
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Temp', 'O', 'O', 'B-Duration', 'I-Duration', 'I-Duration', 'O']","['This', 'warming', 'trend', 'is', 'comparable', 'to', 'global', 'mean', 'increases', 'in', 'temperature', 'in', 'the', 'past', '100', 'years', '.']",This warming trend is comparable to global mean increases in temperature in the past 100 years.
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Technology', 'O', 'B-Agri_Process', 'I-Agri_Process', 'O', 'O', 'O', 'O']","['This', 'article', 'is', 'aimed', 'to', 'highlight', 'the', 'developments', 'in', 'the', 'area', 'of', 'automation', 'in', 'vegetable', 'cultivation', 'in', 'Indian', 'agriculture', '.']",This article is aimed to highlight the developments in the area of automation in vegetable cultivation in Indian agriculture.
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organization', 'I-Organization', 'I-Organization', 'O', 'B-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Person', 'O', 'O', 'O']","['The', 'examination', 'presented', 'in', 'this', 'paper', 'focuses', 'on', 'the', 'pivotal', 'role', 'played', 'by', 'farmers', ""'"", 'experiments', 'and', 'innovations', 'in', 'Cuba', ""'s"", 'agricultural', 'innovation', 'system', '(', 'AIS', ')', ',', 'underscores', 'the', 'importance', 'of', 'knowledge', 'exchange', 'interactions', ',', 'and', 'elucidates', 'strategies', 'designed', 'to', 'institutionalize', 'farmers', ""'"", 'contributions', '.']","The examination presented in this paper focuses on the pivotal role played by farmers ' experiments and innovations in Cuba 's agricultural innovation system ( AIS ) , underscores the importance of knowledge exchange interactions , and elucidates strategies designed to institutionalize farmers ' contributions ."
"['O', 'O', 'O', 'O', 'O', 'O', 'B-Nutrient', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['First', ',', 'it', 'is', 'loaded', 'with', 'Vitamin', 'C-', 'a', 'great', 'source', 'of', 'ascorbic', 'acid', 'that', 'will', 'help', 'you', 'prevent', 'scurvies', 'and', 'increase', 'the', 'body', '’', 's', 'immune', 'system', '.']","First, it is loaded with Vitamin C- a great source of ascorbic acid that will help you prevent scurvies and increase the body’s immune system."
"['O', 'B-ML_Model', 'I-ML_Model', 'I-ML_Model', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Crop', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Quantity', 'I-Quantity', 'O', 'O', 'O', 'B-Other_Quantity', 'O', 'O', 'O', 'O', 'B-Other_Quantity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'MLP', 'classifier', 'model', 'proved', 'to', 'be', 'the', 'most', 'suitable', 'model', 'for', 'predicting', 'rice', 'yields', ',', 'with', 'an', 'accuracy', 'score', 'of', '74.19', '%', ',', 'sensitivity', 'of', '0.742', ',', 'and', 'precision', 'of', '0.743', ',', 'surpassing', 'the', 'performance', 'of', 'other', 'models', '.']","The MLP classifier model proved to be the most suitable model for predicting rice yields , with an accuracy score of 74.19 % , sensitivity of 0.742 , and precision of 0.743 , surpassing the performance of other models ."
"['O', 'O', 'B-Natural_Disaster', 'I-Natural_Disaster', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Therefore', ',', 'climate', 'change', 'has', 'the', 'potential', 'to', 'influence', 'the', 'productivity', 'of', 'agriculture', 'significantly', '.']","Therefore, climate change has the potential to influence the productivity of agriculture significantly."
"['B-Nutrient', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Cl', 'application', 'can', 'enhance', 'host', 'plants', '’', 'resistance', 'to', 'disease', '.']",Cl application can enhance host plants’ resistance to disease.
"['O', 'O', 'O', 'O', 'B-Temp', 'B-Temp', 'B-Temp', 'B-Temp', 'O', 'O', 'O', 'B-Temp', 'I-Temp', 'O', 'O', 'O', 'O', 'O', 'O']","['Climate', 'models', 'project', 'that', 'global', 'surface', 'air', 'temperatures', 'may', 'increase', 'by', '4.0–5.8', '°C', 'in', 'the', 'next', 'few', 'decades', '.']",Climate models project that global surface air temperatures may increase by 4.0–5.8 °C in the next few decades.
"['O', 'B-Agri_Process', 'I-Agri_Process', 'O', 'B-Quantity', 'I-Quantity', 'O', 'O', 'B-Agri_Process', 'I-Agri_Process', 'O', 'B-Quantity', 'I-Quantity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Through', 'furrow', 'irrigation', 'at', '0.8', 'IW/CPE', 'ratio', 'and', 'drip', 'irrigation', 'at', '1.0', 'ETc', ',', 'both', 'recorded', 'higher', 'growth', 'and', 'yield', 'parameters', ',', 'including', 'grain', 'yields', 'of', '75.8', 'q/ha', 'and', '71.4', 'q/ha', ',', 'respectively', ',', 'indicating', 'improved', 'economic', 'returns', 'as', 'per', 'the', 'data', '.']","Through furrow irrigation at 0.8 IW/CPE ratio and drip irrigation at 1.0 ETc , both recorded higher growth and yield parameters , including grain yields of 75.8 q/ha and 71.4 q/ha , respectively , indicating improved economic returns as per the data ."
"['O', 'O', 'O', 'B-Natural_Disaster', 'I-Natural_Disaster', 'O', 'O', 'O', 'O', 'B-Organism', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Food_Item', 'O', 'B-Food_Item', 'I-Food_Item', 'O']","['India', '’', 's', 'fodder', 'deficits', 'are', 'driving', 'down', 'its', 'livestock', 'productivity', ',', 'especially', 'in', 'terms', 'of', 'milk', 'and', 'meat', 'yields', '.']","India’s fodder deficits are driving down its livestock productivity, especially in terms of milk and meat yields."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Profile', 'pits', 'were', 'dug', 'at', 'selected', 'points', 'and', 'auger', 'and', 'core', 'samples', 'were', 'collected', 'from', 'different', 'soil', 'horizons', 'of', 'dump', 'and', 'non-dump', 'sites', 'using', 'free', 'survey', 'technique', 'to', 'choose', 'observation', 'points', '.']",Profile pits were dug at selected points and auger and core samples were collected from different soil horizons of dump and non-dump sites using free survey technique to choose observation points.
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['As', 'a', 'consequence', ',', 'the', 'naturally-occurring', 'yield', 'differences', 'among', 'these', 'macro-regions', 'increased', 'unexpectedly', ',', 'producing', 'a', 'new', 'type', 'of', 'YG', 'termed', 'the', 'temporary', 'yield', 'gap', '(', 'TYG', ')', ',', '(', 'Grzebisz', 'et', 'al', ',', ',', '2010', ')', '.']","As a consequence, the naturally-occurring yield differences among these macro-regions increased unexpectedly, producing a new type of YG termed the temporary yield gap (TYG), (Grzebisz et al,, 2010)."
"['O', 'O', 'O', 'B-Citation', 'O', 'O']","['(', 'Stern', ',', '2006', ')', '.']","(Stern, 2006)."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'I-Location', 'O', 'B-Location', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Agri_Process', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['However', ',', 'especially', 'in', 'some', 'regions', 'such', 'as', 'Eastern', 'European', 'and', 'Mediterranean', 'countries', ',', 'little', 'is', 'known', 'about', 'the', 'ultimate', 'factors', 'linked', 'to', 'habitat', 'intensification', 'that', 'drive', 'population', 'declines', 'for', 'different', 'species', '.']","However, especially in some regions such as Eastern European and Mediterranean countries, little is known about the ultimate factors linked to habitat intensification that drive population declines for different species."
"['O', 'O', 'O', 'O', 'B-Organization', 'I-Organization', 'I-Organization', 'I-Organization', 'O', 'B-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Duration', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Policy', 'O', 'B-Other_Quantity', 'B-Other_Quantity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Policy', 'I-Policy', 'I-Policy', 'I-Policy', 'I-Policy', 'I-Policy', 'I-Policy', 'I-Policy', 'O', 'B-Date_and_Time', 'O', 'O', 'O', 'O', 'B-Other_Quantity', 'B-Other_Quantity', 'B-Other_Quantity', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'I-Location', 'O', 'O', 'O', 'O']","['This', 'paper', 'describes', 'the', 'Agricultural', 'Technology', 'Management', 'Agency', '(', 'ATMA', ')', 'model', 'that', 'was', 'successfully', 'pilot-tested', 'from', '1998-2005', 'and', 'based', 'on', 'the', 'experiences', 'of', 'pilot', 'phase', 'it', 'was', 'up-scaled', 'to', 'cover', '252', 'districts', 'under', 'a', 'centrally', 'sponsored', 'scheme', ',', '“', 'Support', 'to', 'State', 'Extension', 'Programmes', 'for', 'Extension', 'Reforms', 'in', '2005', 'and', 'further', 'extended', 'to', '591', 'rural', 'districts', 'of', '29', 'States', 'and', '2', 'Union', 'Territories', 'of', 'the', 'country', '.']","This paper describes the Agricultural Technology Management Agency (ATMA) model that was successfully pilot-tested from 1998-2005 and based on the experiences of pilot phase it was up-scaled to cover 252 districts under a centrally sponsored scheme, “Support to State Extension Programmes for Extension Reforms in 2005 and further extended to 591 rural districts of 29 States and 2 Union Territories of the country."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'I-Location', 'O', 'B-Location', 'I-Location', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Crop', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Duration', 'I-Duration', 'I-Duration', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'research', 'initiative', 'focused', 'on', 'the', 'district', 'of', 'Ranga', 'Reddy', 'within', 'Telangana', 'State', ',', 'India', ',', 'gathering', 'and', 'analyzing', 'the', 'year-wise', 'average', 'rice', 'yield', 'data', 'alongside', 'daily', 'weather', 'records', 'from', '1988', 'to', '2019', '(', '30th', 'to', '47th', 'Standard', 'Meteorological', 'Weeks', ')', '.']","The research initiative focused on the district of Ranga Reddy within Telangana State , India , gathering and analyzing the year-wise average rice yield data alongside daily weather records from 1988 to 2019 ( 30th to 47th Standard Meteorological Weeks ) ."
"['O', 'O', 'B-Agri_Method', 'I-Agri_Method', 'O', 'B-Crop', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Natural_Resource', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Natural_Resource', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['By', 'utilizing', 'PBs', 'systems', ',', 'wheat', 'yield', 'increased', 'by', '23', '%', ',', 'net', 'returns', 'by', '38', '%', ',', 'and', 'irrigation', 'water', 'usage', 'was', 'reduced', 'by', '23', '%', 'over', 'a', '2-year', 'period', ',', 'contributing', 'to', 'an', 'increase', 'of', 'approximately', '60', '%', 'in', 'the', 'irrigation', 'water', 'productivity', 'compared', 'to', 'the', 'conventional', 'farming', 'practices', 'of', 'farmers', '(', 'Sc1', ')', '.']","By utilizing PBs systems , wheat yield increased by 23 % , net returns by 38 % , and irrigation water usage was reduced by 23 % over a 2-year period , contributing to an increase of approximately 60 % in the irrigation water productivity compared to the conventional farming practices of farmers ( Sc1 ) ."
"['O', 'O', 'B-Organism', 'I-Organism', 'I-Organism', 'I-Organism', 'O', 'O', 'O', 'O', 'O', 'B-Organism', 'O', 'O', 'O', 'O', 'O', 'B-Date_and_Time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organism', 'I-Organism', 'O']","['The', 'bacterium', 'Xanthomonas', 'oryzae', 'pathovar', 'oryzae', '(', 'also', 'referred', 'to', 'as', 'Xoo', ')', ',', 'was', 'identified', 'in', '1911', ',', 'at', 'that', 'time', 'having', 'been', 'named', 'Bacillus', 'oryzae', '.']","The bacterium Xanthomonas oryzae pathovar oryzae (also referred to as Xoo), was identified in 1911, at that time having been named Bacillus oryzae."
"['O', 'O', 'O', 'B-Natural_Disaster', 'I-Natural_Disaster', 'O', 'O', 'O', 'O', 'B-Organism', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Food_Item', 'O', 'B-Food_Item', 'I-Food_Item', 'O']","['India', '’', 's', 'fodder', 'deficits', 'are', 'driving', 'down', 'its', 'livestock', 'productivity', ',', 'especially', 'in', 'terms', 'of', 'milk', 'and', 'meat', 'yields', '.']","India’s fodder deficits are driving down its livestock productivity, especially in terms of milk and meat yields."
"['O', 'I-Crop', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Crop', 'I-Crop', 'I-Crop', 'O', 'O', 'O', 'B-Season', 'O', 'O', 'O', 'B-Season', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Chemical', 'O', 'B-Chemical', 'O']","['Enhanced', 'rice', 'production', 'in', 'the', 'country', 'was', 'attributed', 'to', 'the', 'adoption', 'of', 'high-yielding', 'and', 'hybrid', 'Boro', 'rice', 'varieties', 'during', 'the', 'winter', '(', 'rabi', ')', 'season', ',', 'along', 'with', 'improved', 'irrigation', 'systems', 'and', 'increased', 'usage', 'of', 'fertilizers', 'and', 'pesticides', '.']","Enhanced rice production in the country was attributed to the adoption of high-yielding and hybrid Boro rice varieties during the winter ( rabi ) season , along with improved irrigation systems and increased usage of fertilizers and pesticides ."
"['O', 'O', 'O', 'B-Temp', 'I-Temp', 'O', 'B-Temp', 'I-Temp', 'O', 'O', 'B-Duration', 'I-Duration', 'I-Duration', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'B-Natural_Disaster', 'I-Natural_Disaster', 'O']","['The', 'increase', 'in', 'mean', 'temperature', 'by', '0.3–0.6', '°C', 'per', 'decade', 'since', 'the', '1860s', 'across', 'India', 'indicates', 'significant', 'warming', 'due', 'to', 'climate', 'change', '.']",The increase in mean temperature by 0.3–0.6 °C per decade since the 1860s across India indicates significant warming due to climate change.
"['O', 'B-Location', 'O', 'I-Location', 'I-Location', 'I-Location', 'O', 'B-Location', 'B-Location', 'I-Location', 'I-Location', 'O', 'O', 'B-Location', 'O', 'I-Location', 'O', 'O', 'B-Location', 'I-Location', 'O', 'O', 'O', 'B-Location', 'O', 'I-Location', 'I-Location', 'I-Location', 'O']","['Bordering', 'the', 'central', 'Brong', 'Ahafo', 'region', ',', 'the', 'Forest', 'Savannah', 'Transition', 'lies', 'in', 'the', 'north', 'of', 'Ashanti', 'and', 'Eastern', 'regions', ',', 'and', 'in', 'the', 'west', 'of', 'Volta', 'region', '.']","Bordering the central Brong Ahafo region , the Forest Savannah Transition lies in the north of Ashanti and Eastern regions , and in the west of Volta region ."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organism', 'O', 'B-Disease', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Crop', 'O', 'B-Crop', 'O']","['One', 'of', 'the', 'main', 'reasons', 'for', 'the', 'low', 'productivity', 'and', 'performance', 'of', 'our', 'livestock', 'is', 'malnutrition', 'and', 'under-nutrition', 'owing', 'to', 'inadequate', 'supply', 'of', 'nutritive', 'fodder', 'and', 'feed', '.']",One of the main reasons for the low productivity and performance of our livestock is malnutrition and under-nutrition owing to inadequate supply of nutritive fodder and feed.
"['O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Crop', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['This', 'macro-region', 'is', 'considered', 'nowadays', 'as', 'one', 'of', 'the', 'most', 'important', 'future', 'producers', 'of', 'cereals', '(', 'Rosegrant', 'et', 'al', ',', ',', '2001', ';', 'Kelch', '&', 'Osborne', ',', '2001', ')', '.']","This macro-region is considered nowadays as one of the most important future producers of cereals (Rosegrant et al,, 2001; Kelch & Osborne, 2001)."
"['O', 'O', 'O', 'O', 'O', 'B-Crop', 'I-Crop', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'O', 'B-Location', 'I-Location', 'O', 'O', 'B-Location', 'I-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'I-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Citation', 'I-Citation', 'O', 'O', 'B-Citation', 'O', 'B-Citation', 'I-Citation', 'O', 'O', 'B-Citation', 'O', 'O']","['The', 'growing', 'global', 'demand', 'for', 'oil', 'palm', 'is', 'leading', 'to', 'the', 'expansion', 'of', 'plantations', 'in', 'Asia', ',', 'Latin', 'America', ',', 'and', 'West', 'Africa', ',', 'which', 'are', 'threatening', 'vast', 'tracts', 'of', 'tropical', 'forests', 'with', 'loss', 'of', 'biodiversity', 'and', 'functional', 'diversity', '(', 'Senior', 'et', 'al', ',', '2013', ';', 'Edwards', 'et', 'al', ',', '2013', ')', '.']","The growing global demand for oil palm is leading to the expansion of plantations in Asia, Latin America, and West Africa, which are threatening vast tracts of tropical forests with loss of biodiversity and functional diversity (Senior et al, 2013; Edwards et al, 2013)."
"['O', 'B-Agri_Process', 'B-Agri_Process', 'O', 'O', 'O', 'O', 'B-Natural_Disaster', 'I-Natural_Disaster', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O']","['If', 'agricultural', 'production', 'is', 'adversely', 'affected', 'by', 'climate', 'change', ',', 'livelihood', 'and', 'food', 'security', 'in', 'India', 'would', 'be', 'at', 'risk', '.']","If agricultural production is adversely affected by climate change, livelihood and food security in India would be at risk."
